198710   0.41
198711   0.44
198712   0.39
198801   0.47
198802   0.47
198803   0.44
198804   0.37
198805   0.35
198806   0.32
198807   0.31
198808   0.30
198809   0.28
198810   0.25
198811   0.13
198812   0.16
198901   0.15
198902   0.23
198903   0.23
198904   0.27
198905   0.25
198906   0.28
198907   0.33
198908   0.34
198909   0.32
198910   0.26
198911   0.25
198912   0.28
199001   0.28
199002   0.33
199003   0.43
199004   0.43
199005   0.42
199006   0.38
199007   0.42
199008   0.37
199009   0.34
199010   0.37
199011   0.34
199012   0.31
199101   0.33
199102   0.32
199103   0.34
199104   0.40
199105   0.38
199106   0.40
199107   0.40
199108   0.35
199109   0.31
199110   0.25
199111   0.27
199112   0.27
199201   0.26
199202   0.28
199203   0.32
199204   0.31
199205   0.34
199206   0.32
199207   0.23
199208   0.17
199209   0.16
199210   0.11
199211   0.11
199212   0.16
199301   0.24
199302   0.26
199303   0.25
199304   0.28
199305   0.34
199306   0.34
199307   0.26
199308   0.23
199309   0.24
199310   0.22
199311   0.21
199312   0.18
199401   0.18
199402   0.20
199403   0.25
199404   0.28
199405   0.30
199406   0.31
199407   0.30
199408   0.30
199409   0.27
199410   0.34
199411   0.36
199412   0.37
199501   0.38
199502   0.41
199503   0.38
199504   0.39
199505   0.33
199506   0.35
199507   0.38
199508   0.38
199509   0.31
199510   0.32
199511   0.34
199512   0.26
199601   0.27
199602   0.34
199603   0.35
199604   0.33
199605   0.32
199606   0.34
199607   0.29
199608   0.34
199609   0.30
199610   0.25
199611   0.30
199612   0.32
199701   0.27
199702   0.32
199703   0.39
199704   0.35
199705   0.42
199706   0.49
199707   0.50
199708   0.53
199709   0.55
199710   0.58
199711   0.58
199712   0.59
199801   0.55
199802   0.56
199803   0.58
199804   0.59
199805   0.60
199806   0.62
199807   0.59
199808   0.55
199809   0.41
199810   0.40
199811   0.45
199812   0.40
199901   0.32
199902   0.33
199903   0.41
199904   0.35
199905   0.31
199906   0.33
199907   0.30
199908   0.29
199909   0.28
199910   0.24
199911   0.25
199912   0.28
200001   0.27
200002   0.36
200003   0.35
200004   0.37
200005   0.32
200006   0.30
200007   0.34
200008   0.37
200009   0.39
200010   0.36
200011   0.34
200012   0.36
